City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
32,Port Alfred,ZA,-33.59,26.89,61.95,80,3,18.59,clear sky
33,Lebu,CL,-37.62,-73.65,45.91,79,100,4.7,overcast clouds
34,Hermiston,US,45.84,-119.29,82.0,32,1,6.93,clear sky
35,Namibe,AO,-15.2,12.15,62.11,75,38,3.2,scattered clouds
36,Teahupoo,PF,-17.83,-149.27,80.6,69,40,12.75,scattered clouds
37,Nemuro,JP,43.32,145.57,75.2,83,75,11.41,broken clouds
38,Scarborough,GB,54.28,-0.4,51.01,87,0,1.99,clear sky
39,Rikitea,PF,-23.12,-134.97,71.6,85,97,13.2,overcast clouds
40,Tiksi,RU,71.69,128.87,52.74,70,86,3.31,light rain
41,Albany,US,42.6,-73.97,57.0,99,0,4.92,clear sky
42,San Ramon,US,37.78,-121.98,78.8,64,1,3.36,smoke
43,Mogadouro,PT,41.34,-6.71,64.35,42,0,1.7,clear sky
44,Hithadhoo,MV,-0.6,73.08,82.31,77,2,15.93,clear sky
45,Liyang,CN,29.71,118.29,82.0,84,0,4.03,clear sky
46,Ancud,CL,-41.87,-73.82,39.0,93,100,4.81,overcast clouds
47,Hovd,MN,48.01,91.64,66.58,26,0,5.08,clear sky
48,Puerto Cabello,VE,10.47,-68.01,81.64,72,62,6.8,broken clouds
49,Basqal,AZ,40.76,48.39,59.0,93,0,2.8,clear sky
50,Atherton,GB,53.52,-2.49,55.99,87,76,4.0,light rain
51,New Norfolk,AU,-42.78,147.06,60.01,63,41,5.99,scattered clouds
52,Saskylakh,RU,71.92,114.08,42.12,90,100,16.46,light rain
53,Gonaives,HT,19.45,-72.68,79.23,73,100,4.34,overcast clouds
54,Raduzhnyy,RU,62.1,77.47,44.02,77,100,16.2,overcast clouds
55,Provideniya,RU,64.38,-173.3,44.53,60,55,2.33,broken clouds
56,Bethel,US,41.37,-73.41,63.0,87,1,4.7,clear sky
57,Hobart,AU,-42.88,147.33,60.01,38,75,13.87,broken clouds
58,Busselton,AU,-33.65,115.33,66.0,77,96,5.99,light rain
59,Matagami,CA,49.75,-77.63,50.0,87,90,6.42,light rain
60,Mataura,NZ,-46.19,168.86,57.51,52,85,5.14,overcast clouds
61,Hilo,US,19.73,-155.09,82.4,58,90,9.17,overcast clouds
62,Ilhabela,BR,-23.78,-45.36,70.47,88,91,2.89,overcast clouds
63,Biloela,AU,-24.42,150.5,80.47,32,51,4.07,broken clouds
64,Imbituba,BR,-28.24,-48.67,59.0,87,75,2.24,broken clouds
65,Kungurtug,RU,50.6,97.52,69.06,41,1,0.87,clear sky
66,Georgetown,MY,5.41,100.34,86.0,66,20,9.17,few clouds
67,Komarikhinskiy,RU,58.1,57.12,50.0,100,9,6.71,clear sky
68,Saldanha,ZA,-33.01,17.94,55.4,87,81,2.24,broken clouds
69,Ransang,PH,8.96,117.58,87.98,63,68,6.02,light rain
70,Birjand,IR,32.87,59.22,59.0,26,0,6.93,clear sky
71,Pangoa,PE,-12.12,-73.0,67.37,85,86,3.49,overcast clouds
72,Kiama,AU,-34.68,150.87,69.01,49,4,5.01,clear sky
73,Clyde River,CA,70.47,-68.59,35.6,83,75,11.41,broken clouds
74,Tucano,BR,-10.96,-38.79,63.5,96,7,3.67,clear sky
75,Senneterre,CA,48.38,-77.23,50.0,87,20,6.93,few clouds
76,Arraial Do Cabo,BR,-22.97,-42.03,73.4,88,20,14.99,few clouds
77,Netishyn,UA,50.34,26.64,51.8,93,2,2.24,clear sky
78,Lindi,TZ,-10.0,39.72,68.0,94,75,11.41,broken clouds
79,Sitka,US,57.05,-135.33,57.2,71,75,8.05,broken clouds
80,Faanui,PF,-16.48,-151.75,77.36,77,52,13.04,broken clouds
81,Prachuap Khiri Khan,TH,11.82,99.78,87.98,63,69,3.85,broken clouds
82,Treinta Y Tres,UY,-33.23,-54.38,46.67,94,100,5.39,overcast clouds
83,Kruisfontein,ZA,-34.0,24.73,55.0,72,35,1.01,scattered clouds
84,San Vicente,AR,-26.62,-54.13,60.67,86,0,2.68,clear sky
85,Zhigansk,RU,66.77,123.37,48.52,94,100,4.16,light rain
86,Schotten,DE,50.5,9.13,61.0,95,63,1.01,broken clouds
87,Homer,US,59.64,-151.55,55.4,76,1,5.82,clear sky
88,Vila Velha,BR,-20.33,-40.29,73.4,73,0,5.82,clear sky
89,Ulladulla,AU,-35.35,150.47,69.8,28,40,10.29,scattered clouds
90,Mar Del Plata,AR,-38.0,-57.56,46.99,86,45,7.05,scattered clouds
91,Lazaro Cardenas,MX,17.96,-102.2,81.52,91,96,7.52,moderate rain
92,Codrington,AU,-38.27,141.97,55.85,71,47,6.64,scattered clouds
93,Thompson,CA,55.74,-97.86,41.0,86,20,4.7,few clouds
94,Kapaa,US,22.08,-159.32,84.2,62,90,11.41,overcast clouds
95,Ribeira Grande,PT,38.52,-28.7,69.91,75,11,21.68,few clouds
96,Nikolskoye,RU,59.7,30.79,55.99,93,20,4.47,few clouds
97,La Ronge,CA,55.1,-105.28,51.8,81,75,1.07,broken clouds
98,Concarneau,FR,47.88,-3.92,55.4,93,75,4.7,broken clouds
99,Kavieng,PG,-2.57,150.8,84.13,76,99,12.28,moderate rain
100,Quatre Cocos,MU,-20.21,57.76,71.01,88,40,11.41,shower rain
101,Moose Factory,CA,51.26,-80.61,48.2,93,1,9.17,clear sky
102,Tuktoyaktuk,CA,69.45,-133.04,41.0,75,75,14.99,broken clouds
103,Verkhnyaya Inta,RU,65.98,60.31,49.75,81,2,5.23,clear sky
104,Vanimo,PG,-2.67,141.3,84.24,66,88,4.5,moderate rain
105,Ruteng,ID,-8.61,120.47,78.71,53,2,2.04,clear sky
106,Sao Filipe,CV,14.9,-24.5,79.41,84,81,16.17,light rain
107,Katobu,ID,-4.94,122.53,87.69,53,55,8.19,broken clouds
108,Hermanus,ZA,-34.42,19.23,52.0,85,62,5.01,broken clouds
109,Ostrovnoy,RU,68.05,39.51,56.01,86,32,22.75,scattered clouds
110,Port Moresby,PG,-9.44,147.18,87.8,66,40,23.04,smoke
111,North Bend,US,43.41,-124.22,62.6,72,1,3.36,clear sky
112,Ponta Do Sol,PT,32.67,-17.1,73.4,69,40,6.93,scattered clouds
113,Port Elizabeth,ZA,-33.92,25.57,59.0,82,3,24.16,clear sky
114,Labytnangi,RU,66.66,66.42,45.32,65,27,0.56,scattered clouds
115,Bengkulu,ID,-3.8,102.27,84.22,68,92,5.12,overcast clouds
116,Kodiak,US,57.79,-152.41,53.6,71,1,6.93,clear sky
117,Grootfontein,NA,-19.57,18.12,56.93,45,0,5.44,clear sky
118,Hervey Bay,AU,-25.3,152.85,78.01,57,84,4.0,broken clouds
119,Necochea,AR,-38.55,-58.74,37.99,1,61,1.99,broken clouds
120,Taoudenni,ML,22.68,-3.98,90.3,40,89,8.43,overcast clouds
121,Husavik,IS,66.04,-17.34,26.6,100,30,4.7,scattered clouds
122,Ati,TD,13.22,18.34,76.55,78,100,9.69,overcast clouds
123,Carnarvon,AU,-24.87,113.63,71.6,73,0,18.34,clear sky
124,Mega,ET,4.05,38.3,54.73,90,82,14.09,broken clouds
125,Tiznit,MA,29.58,-9.5,75.58,54,0,1.45,clear sky
126,Gua Musang,MY,4.88,101.96,87.15,60,99,1.54,overcast clouds
127,Karratha,AU,-20.74,116.85,86.43,20,71,11.74,broken clouds
128,Tiarei,PF,-17.53,-149.33,80.6,69,40,12.75,scattered clouds
129,Opuwo,NA,-18.06,13.84,62.55,66,44,4.92,scattered clouds
130,Delta Del Tigre,UY,-34.76,-56.39,48.0,93,20,5.82,fog
131,Castro,BR,-24.79,-50.01,60.26,97,25,6.64,scattered clouds
132,Okha,RU,53.57,142.95,65.08,91,100,8.9,overcast clouds
133,Itoman,JP,26.12,127.67,84.2,79,75,21.92,broken clouds
134,Zhuhai,CN,22.28,113.57,84.99,83,40,11.41,scattered clouds
135,Tanout,NE,14.97,8.89,81.27,55,29,9.4,scattered clouds
136,Talcahuano,CL,-36.72,-73.12,51.8,81,75,5.82,light intensity shower rain
137,Lake Havasu City,US,34.48,-114.32,104.0,10,1,5.82,thunderstorm
138,Cabo San Lucas,MX,22.89,-109.91,84.99,78,5,8.05,clear sky
139,Bubaque,GW,11.28,-15.83,79.57,80,99,13.09,light rain
140,Camacupa,AO,-12.02,17.48,61.27,39,4,2.86,clear sky
141,Dikson,RU,73.51,80.55,41.77,89,75,16.35,broken clouds
142,Kemijarvi,FI,66.71,27.43,51.8,96,74,5.01,broken clouds
143,Waipawa,NZ,-41.41,175.52,59.0,82,40,16.11,scattered clouds
144,Talavera De La Reina,ES,39.96,-4.83,68.45,43,0,9.44,clear sky
145,Yellowknife,CA,62.46,-114.35,48.0,75,20,2.53,few clouds
146,Pauini,BR,-7.71,-66.98,77.97,63,1,1.14,clear sky
147,Barrow,US,71.29,-156.79,39.2,86,90,4.7,overcast clouds
148,Pahrump,US,36.21,-115.98,93.0,12,0,1.99,clear sky
149,Mudgee,AU,-32.59,149.59,64.4,45,14,10.29,few clouds
150,Brewster,US,41.4,-73.62,63.0,87,1,4.7,clear sky
151,Puerto Ayora,EC,-0.74,-90.35,66.99,89,82,3.0,broken clouds
152,Sironj,IN,24.1,77.7,82.27,74,0,7.72,clear sky
153,Berlevag,NO,70.86,29.09,53.91,86,38,19.19,scattered clouds
154,Faya,SA,18.39,42.45,64.4,41,0,0.31,clear sky
155,Montespertoli,IT,43.64,11.07,64.0,57,0,1.77,clear sky
156,Bambous Virieux,MU,-20.34,57.76,71.01,88,40,11.41,shower rain
157,Sawakin,SD,19.11,37.33,90.18,52,0,3.33,clear sky
158,Longyearbyen,SJ,78.22,15.64,42.8,100,75,9.17,light rain
159,Governador Valadares,BR,-18.85,-41.95,67.86,71,0,0.96,clear sky
160,Vage,NO,60.05,5.52,52.0,92,100,4.0,moderate rain
161,Praia Da Vitoria,PT,38.73,-27.07,69.8,77,75,18.21,broken clouds
162,Petrovsk-Zabaykalskiy,RU,51.27,108.84,70.32,45,1,3.85,clear sky
163,Nara,JP,34.69,135.8,93.2,59,40,3.36,scattered clouds
164,Bredasdorp,ZA,-34.53,20.04,52.0,85,71,6.33,broken clouds
165,Bluff,NZ,-46.6,168.33,53.19,72,90,10.89,overcast clouds
166,Fare,PF,-16.7,-151.02,78.49,75,55,11.07,broken clouds
167,Morehead,US,37.27,-87.18,62.6,100,1,4.99,clear sky
168,San Ciro De Acosta,MX,21.63,-99.82,68.02,87,43,0.94,light rain
169,Cape Town,ZA,-33.93,18.42,57.0,93,75,10.29,light rain
170,Sola,VU,-13.88,167.55,80.6,74,75,11.41,broken clouds
171,Grindavik,IS,63.84,-22.43,39.2,80,100,2.24,overcast clouds
172,Kandalaksha,RU,67.16,32.41,55.2,93,91,7.25,overcast clouds
173,Alta Floresta,BR,-9.88,-56.09,73.49,35,27,3.76,scattered clouds
174,Christchurch,NZ,-43.53,172.63,60.01,51,100,11.41,overcast clouds
175,Aklavik,CA,68.22,-135.01,46.4,61,75,8.05,broken clouds
176,Dali,CN,25.7,100.18,74.88,58,98,4.94,light rain
177,Pangkalanbuun,ID,-2.68,111.62,89.06,57,89,5.46,light rain
178,Kaitangata,NZ,-46.28,169.85,55.99,68,67,7.0,broken clouds
179,Lavrentiya,RU,65.58,-171.0,44.65,63,32,12.68,scattered clouds
180,Muli,MV,2.92,73.57,82.65,77,81,17.52,heavy intensity rain
181,Atyrau,KZ,47.12,51.88,62.6,29,36,13.42,scattered clouds
182,Nanortalik,GL,60.14,-45.24,46.29,83,96,15.26,light rain
183,El Sauzal,MX,31.9,-116.68,71.01,90,17,4.16,few clouds
184,Whyalla,AU,-33.03,137.58,64.4,63,75,11.41,broken clouds
185,Petukhovo,RU,55.07,67.9,48.96,64,63,11.03,broken clouds
186,Khatanga,RU,71.97,102.5,44.8,64,92,7.83,overcast clouds
187,Edelira,PY,-26.75,-55.27,58.44,83,0,1.14,clear sky
188,Tasiilaq,GL,65.61,-37.64,32.88,89,51,5.68,broken clouds
189,Cedral,MX,23.8,-100.73,68.0,60,17,4.79,few clouds
190,Torbay,CA,47.67,-52.73,66.99,93,75,14.99,broken clouds
191,Los Llanos De Aridane,ES,28.66,-17.92,73.4,73,0,3.36,clear sky
192,Vaitape,PF,-16.52,-151.75,78.22,75,56,12.93,broken clouds
193,Padang,ID,-0.95,100.35,79.41,80,100,2.48,moderate rain
194,Tateyama,JP,34.98,139.87,89.6,70,75,5.82,broken clouds
195,Nathdwara,IN,24.93,73.82,78.8,94,20,4.7,haze
196,Constitucion,CL,-35.33,-72.42,47.66,86,36,5.28,light rain
197,Uyuni,BO,-20.46,-66.83,40.64,38,0,5.39,clear sky
198,Bandarbeyla,SO,9.49,50.81,78.3,66,65,24.79,broken clouds
199,Saint Anthony,US,45.02,-93.22,64.4,67,75,1.23,broken clouds
200,Cayenne,GF,4.93,-52.33,77.0,94,0,9.33,light rain
201,Challapata,BO,-18.9,-66.77,39.38,71,1,1.14,clear sky
202,Souillac,MU,-20.52,57.52,66.2,88,40,11.41,shower rain
203,Bosaso,SO,11.28,49.18,87.84,56,4,2.33,clear sky
204,Qaanaaq,GL,77.48,-69.36,23.58,81,0,8.66,clear sky
205,Pevek,RU,69.7,170.31,36.16,83,95,1.77,overcast clouds
206,Kon Tum,VN,14.35,108.0,86.47,60,64,3.58,broken clouds
207,Bathsheba,BB,13.22,-59.52,82.4,83,40,8.05,scattered clouds
208,Lawrenceburg,US,38.04,-84.9,60.8,82,1,5.41,clear sky
209,Ixtapa,MX,20.7,-105.2,86.0,79,75,5.82,broken clouds
210,Sistranda,NO,63.73,8.83,51.8,93,40,9.17,scattered clouds
211,Kysyl-Syr,RU,63.9,122.76,54.63,81,99,3.33,overcast clouds
212,Richards Bay,ZA,-28.78,32.04,64.49,73,0,12.93,clear sky
213,Apc,HU,47.79,19.69,55.0,93,0,1.12,clear sky
214,Severo-Kurilsk,RU,50.68,156.12,54.45,74,76,2.06,broken clouds
215,Esperance,AU,-33.87,121.9,71.6,56,0,11.41,clear sky
216,Luderitz,NA,-26.65,15.16,57.2,70,81,10.25,broken clouds
217,Teguldet,RU,57.31,88.17,46.71,80,67,8.16,broken clouds
218,Flinders,AU,-34.58,150.86,64.99,49,2,5.01,clear sky
219,Cockburn Town,TC,21.46,-71.14,83.16,79,97,19.22,overcast clouds
220,Kavaratti,IN,10.57,72.64,84.2,79,20,4.7,few clouds
221,Boundiali,CI,9.52,-6.49,68.77,98,84,3.56,broken clouds
222,Saurimo,AO,-9.66,20.39,64.81,37,16,3.11,few clouds
223,Vostok,RU,46.49,135.88,74.71,44,0,6.42,clear sky
224,Nipawin,CA,53.37,-104.0,46.4,93,1,2.24,clear sky
225,Saint George,US,37.1,-113.58,96.8,8,1,6.93,clear sky
226,Ambilobe,MG,-13.2,49.05,69.31,81,76,3.36,light rain
227,Abaza,RU,52.66,90.09,52.25,59,75,5.53,broken clouds
228,Huilong,CN,31.81,121.66,88.0,44,0,3.0,clear sky
229,Grand Gaube,MU,-20.01,57.66,71.01,68,5,5.99,clear sky
230,Port Hardy,CA,50.7,-127.42,59.0,93,75,5.82,fog
231,Sayat,TM,38.78,63.88,71.6,43,0,6.93,clear sky
232,Saint-Prosper,CA,46.21,-70.48,54.0,87,73,6.08,broken clouds
233,Laje,BR,-10.18,-40.97,67.42,76,57,14.94,broken clouds
234,Fenoarivo,MG,-18.93,47.44,53.6,76,75,8.05,broken clouds
235,Kinablangan,PH,7.69,126.55,86.38,67,25,7.9,scattered clouds
236,Guadalupe,MX,25.68,-100.25,73.4,100,75,5.82,moderate rain
237,Timra,SE,62.49,17.33,51.8,100,100,4.45,fog
238,Carquefou,FR,47.3,-1.49,61.0,82,75,8.05,broken clouds
239,Port Blair,IN,11.67,92.75,84.81,72,94,3.33,light rain
240,Marsabit,KE,2.33,37.99,58.91,94,58,12.68,broken clouds
241,Abu Samrah,SY,35.3,37.18,81.75,22,0,4.34,clear sky
242,Kutum,SD,14.2,24.67,74.75,68,98,2.75,overcast clouds
243,Klaksvik,FO,62.23,-6.59,46.4,93,100,27.51,light rain
244,Okhotsk,RU,59.38,143.3,51.39,88,100,13.04,light rain
245,Dunedin,NZ,-45.87,170.5,57.0,64,64,4.0,broken clouds
246,Ous,RU,60.91,61.52,48.45,83,1,3.91,clear sky
247,Lasa,IT,46.62,10.7,54.0,100,1,2.64,clear sky
248,Glendive,US,47.11,-104.71,66.0,42,1,5.82,clear sky
249,Golfito,CR,8.64,-83.17,75.13,90,100,2.53,overcast clouds
250,Aqtobe,KZ,50.28,57.21,50.0,43,0,2.24,clear sky
251,Zavyalovo,RU,54.51,82.45,48.2,76,90,11.18,overcast clouds
252,Battipaglia,IT,40.61,14.99,69.01,32,0,1.99,clear sky
253,The Valley,AI,18.22,-63.06,84.2,74,20,10.29,few clouds
254,Lagoa,PT,39.05,-27.98,68.67,73,18,20.36,few clouds
255,Le Mars,US,42.79,-96.17,64.0,77,1,3.36,clear sky
256,Goundam,ML,16.41,-3.67,86.38,56,49,5.99,scattered clouds
257,Northam,GB,51.03,-4.22,57.0,82,0,8.01,clear sky
258,Kuusamo,FI,65.97,29.18,55.4,93,75,9.17,broken clouds
259,Piacabucu,BR,-10.41,-36.43,72.45,80,19,9.35,few clouds
260,Narsaq,GL,60.92,-46.05,46.4,81,75,1.12,broken clouds
261,Rio Grande,BR,-32.03,-52.1,52.0,91,99,7.34,overcast clouds
262,Cherskiy,RU,68.75,161.3,48.27,51,47,7.05,scattered clouds
263,Fairbanks,US,64.84,-147.72,50.0,81,90,6.93,overcast clouds
264,Kathmandu,NP,27.72,85.32,78.8,74,75,2.24,broken clouds
265,Katsuura,JP,35.13,140.3,91.0,70,75,5.82,broken clouds
266,Sabha,LY,27.04,14.43,77.94,42,0,12.1,clear sky
267,Norman Wells,CA,65.28,-126.83,51.8,81,75,2.24,broken clouds
268,Kandrian,PG,-6.22,149.55,83.35,74,24,13.15,light rain
269,Plettenberg Bay,ZA,-34.05,23.37,58.53,81,74,10.16,broken clouds
270,Chapais,CA,49.78,-74.85,46.4,87,90,9.17,overcast clouds
271,Lorengau,PG,-2.02,147.27,85.05,73,31,7.7,light rain
272,Sechura,PE,-5.56,-80.82,61.75,79,1,10.98,clear sky
273,Kabanjahe,ID,3.1,98.49,75.83,68,90,2.44,light rain
274,Provost,CA,52.35,-110.27,59.81,66,25,4.03,scattered clouds
275,Puerto Escondido,MX,15.85,-97.07,78.55,83,100,3.51,light rain
276,Upata,VE,8.01,-62.4,71.04,96,91,3.36,overcast clouds
277,Laguna,US,38.42,-121.42,84.2,32,1,4.7,clear sky
278,Mehamn,NO,71.04,27.85,54.55,84,77,12.33,broken clouds
279,Guerrero Negro,MX,27.98,-114.06,74.34,74,0,14.0,clear sky
280,Tuatapere,NZ,-46.13,167.68,56.86,56,95,3.69,overcast clouds
281,Formosa,AR,-26.18,-58.18,60.8,72,0,5.82,clear sky
282,East London,ZA,-33.02,27.91,63.37,77,3,17.92,clear sky
283,Namatanai,PG,-3.67,152.43,85.1,67,93,9.33,overcast clouds
284,Kupang,ID,-10.17,123.58,93.2,36,20,14.99,few clouds
285,Kaitong,CN,44.81,123.15,73.9,58,100,13.65,overcast clouds
286,Ardakan,IR,32.31,54.02,69.8,16,0,3.31,clear sky
287,Cabra,ES,37.47,-4.44,66.2,68,0,3.24,clear sky
288,Fortuna,US,40.6,-124.16,59.0,77,1,6.93,clear sky
289,Saint-Malo,FR,48.5,-1.83,59.0,82,75,10.29,broken clouds
290,Diapaga,BF,12.07,1.79,73.24,93,98,8.19,overcast clouds
291,Sakakah,SA,29.97,40.21,80.6,12,0,5.82,clear sky
292,Preobrazheniye,RU,42.9,133.91,72.64,62,50,5.5,scattered clouds
293,Carutapera,BR,-1.2,-46.02,75.7,90,22,5.7,few clouds
294,Sao Joao Da Barra,BR,-21.64,-41.05,71.33,84,1,7.72,clear sky
295,Chuy,UY,-33.7,-53.46,48.22,87,97,5.26,overcast clouds
296,Mwingi,KE,-0.93,38.06,62.69,88,49,5.19,scattered clouds
297,Teknaf,BD,20.86,92.31,86.74,72,74,6.53,broken clouds
298,Nangwa,TZ,-4.47,35.45,52.02,100,28,4.56,scattered clouds
299,Thinadhoo,MV,0.53,72.93,82.63,78,77,19.28,light rain
300,Gold Coast,AU,-28.0,153.43,81.0,57,82,19.46,broken clouds
301,Mount Gambier,AU,-37.83,140.77,57.2,67,75,9.17,broken clouds
302,Amazar,RU,53.86,120.88,57.61,88,99,5.73,light rain
303,Hualmay,PE,-11.1,-77.61,59.0,84,8,5.08,clear sky
304,Jamame,SO,0.07,42.75,76.44,74,64,10.16,broken clouds
305,Inongo,CD,-1.95,18.27,69.24,86,20,3.47,few clouds
306,Oktyabrskiy,RU,54.48,53.47,50.45,80,0,5.35,clear sky
307,Lompoc,US,34.64,-120.46,60.8,82,1,8.05,clear sky
308,Chokurdakh,RU,70.63,147.92,48.52,51,0,17.4,clear sky
309,Cabedelo,BR,-6.98,-34.83,71.6,94,75,6.93,broken clouds
310,Vardo,NO,70.37,31.11,52.99,90,23,16.6,few clouds
311,Poya,NC,-21.35,165.15,71.4,57,66,8.43,broken clouds
312,Tautira,PF,-17.73,-149.15,80.6,69,40,12.75,scattered clouds
313,Palma Di Montechiaro,IT,37.19,13.77,68.0,84,0,3.22,clear sky
314,Maloy,NO,61.94,5.11,51.8,87,98,12.75,moderate rain
315,Wajid,SO,3.81,43.25,72.34,69,85,17.25,overcast clouds
316,Gweru,ZW,-19.45,29.82,49.32,86,0,9.78,clear sky
317,Coos Bay,US,43.37,-124.22,62.6,72,1,3.36,clear sky
318,Klyuchi,RU,52.27,79.17,52.14,62,64,12.35,broken clouds
319,Andenes,NO,69.31,16.12,53.6,87,100,5.82,light intensity drizzle
320,Beyneu,KZ,45.32,55.2,67.68,37,0,19.26,clear sky
321,Maunabo,PR,18.01,-65.9,81.0,100,99,11.72,light rain
322,Avera,US,33.19,-82.53,77.0,69,1,6.13,clear sky
323,Baykit,RU,61.67,96.37,61.7,77,100,1.41,overcast clouds
324,Soe,ID,-9.86,124.28,85.77,33,4,11.5,clear sky
325,Ilulissat,GL,69.22,-51.1,41.0,75,94,4.7,overcast clouds
326,Ahipara,NZ,-35.17,173.17,56.64,64,84,8.61,broken clouds
327,Lucapa,AO,-8.42,20.74,67.51,46,2,1.95,clear sky
328,Yulara,AU,-25.24,130.99,80.6,14,0,18.34,clear sky
329,Owo,NG,7.2,5.59,70.14,98,100,4.85,light rain
330,Umm Kaddadah,SD,13.6,26.69,81.16,58,95,11.88,overcast clouds
331,Shelburne,CA,44.08,-80.2,53.01,87,20,8.05,few clouds
332,Severnoye,RU,56.35,78.36,46.38,92,100,8.23,overcast clouds
333,Viedma,AR,-40.81,-63.0,40.95,84,100,5.32,overcast clouds
334,Elko,US,41.0,-115.5,80.6,12,1,3.36,clear sky
335,Maragogi,BR,-9.01,-35.22,72.95,82,26,11.77,light rain
336,Sirpur,IN,19.48,79.6,84.67,79,5,5.44,light rain
337,Kieta,PG,-6.22,155.63,83.14,74,9,4.97,light rain
338,Menomonie,US,44.88,-91.92,57.0,87,75,3.76,broken clouds
339,Santa Helena De Goias,BR,-17.81,-50.6,69.42,33,40,4.63,scattered clouds
340,Matamoros,MX,25.53,-103.25,78.01,55,65,8.01,broken clouds
341,Burns Lake,CA,54.23,-125.75,55.35,77,100,0.56,overcast clouds
342,Oyama,JP,36.3,139.8,98.01,70,75,13.87,broken clouds
343,Kitgum,UG,3.28,32.89,63.73,97,57,1.77,broken clouds
344,Porto Novo,BJ,6.5,2.6,78.8,83,20,16.11,few clouds
345,Anahuac,MX,27.23,-100.15,78.93,71,68,22.91,moderate rain
346,Praia,CV,14.92,-23.51,78.8,94,90,10.29,overcast clouds
347,Udachnyy,RU,66.42,112.4,48.2,87,90,6.71,overcast clouds
348,Sisimiut,GL,66.94,-53.67,45.3,65,100,7.61,light rain
349,Atambua,ID,-9.11,124.89,86.63,45,0,2.57,clear sky
350,Horta,PT,38.53,-28.63,69.57,74,26,19.86,scattered clouds
351,Ola,RU,59.58,151.28,54.79,76,100,7.74,overcast clouds
352,Muravlenko,RU,63.79,74.52,45.93,69,59,23.62,broken clouds
353,Mamallapuram,IN,12.63,80.17,86.0,74,75,3.36,mist
354,Talnakh,RU,69.49,88.4,44.6,70,0,13.42,clear sky
355,Vinh,VN,18.67,105.67,91.65,59,7,3.18,clear sky
356,Puerto Baquerizo Moreno,EC,-0.9,-89.6,66.52,89,75,12.28,broken clouds
357,Svetlyy,RU,54.67,20.13,57.2,93,97,6.71,overcast clouds
358,Adrar,MR,20.5,-10.07,90.52,37,56,17.4,broken clouds
359,Berdigestyakh,RU,62.1,126.7,67.5,49,1,5.55,clear sky
360,Port Lincoln,AU,-34.73,135.87,61.38,62,41,0.4,scattered clouds
361,Las Choapas,MX,17.93,-94.08,77.2,92,100,3.0,moderate rain
362,Wajima,JP,37.4,136.9,84.2,74,75,9.17,broken clouds
363,Iqaluit,CA,63.75,-68.51,41.0,65,20,2.24,few clouds
364,Pandaan,ID,-7.65,112.69,90.37,40,9,4.83,clear sky
365,San Cristobal,VE,7.77,-72.22,80.6,78,40,3.36,scattered clouds
366,Yining,CN,29.04,114.56,89.96,43,0,0.76,clear sky
367,Sarangani,PH,5.4,125.46,84.2,70,1,4.45,clear sky
368,Yar-Sale,RU,66.83,70.83,46.81,66,14,13.06,few clouds
369,Zhangjiakou,CN,40.81,114.88,73.89,35,17,4.16,few clouds
370,Lavumisa,SZ,-27.31,31.89,57.2,87,22,2.24,few clouds
371,Tilichiki,RU,60.47,166.1,50.18,52,0,10.71,clear sky
372,Cullinan,ZA,-25.67,28.52,53.6,81,0,5.82,clear sky
373,Camana,PE,-16.62,-72.71,58.46,79,12,8.61,few clouds
374,Arrifes,PT,37.77,-25.7,68.0,94,75,17.22,shower rain
375,Troutdale,US,45.54,-122.39,73.4,56,1,4.7,clear sky
376,Abalak,RU,58.13,68.59,47.35,76,93,9.71,overcast clouds
377,Vao,NC,-22.67,167.48,67.14,70,75,17.81,broken clouds
378,Nigde,TR,37.83,34.75,54.95,93,1,4.14,clear sky
379,Gistrup,DK,56.99,9.99,52.0,90,24,4.0,few clouds
